[응답자 특성],,,,,,,,,,,,,,,,
,,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,
,,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세
  60) 참존,1.5,1.5,,2.9,,,4.4,,,,,,,,,
 208) 라라베시,1.5,1.5,3.1,,,4.9,,,,,,,,,,
  13) 뉴트로지나,0.8,0.8,1.6,,,2.4,,,,,,,,,,
  14) 다나한,0.8,0.8,,1.4,,,,4.2,,,,,,,,
  20) 라끄베르,0.8,0.8,,1.4,,,,4.2,,,,,,,,
  28) 바디샵,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  32) 보타닉힐보 (Boh),0.8,0.8,1.6,,4.3,,,,,,,,,,,
  48) 에터미,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  59) 차앤박,0.8,0.8,1.6,,,2.4,,,,,,,,,,
 207) 한율,0.8,0.8,1.6,,4.3,,,,,,,,,,,
◆럭셔리 브랜드 NET◆,88.7,88.7,85.9,91.3,82.6,87.8,91.1,91.7,,,,,,,,
 123) 키엘,29.3,29.3,25.0,33.3,34.8,19.5,40.0,20.8,,,,,,,,
 100) 빌리프,20.3,20.3,28.1,13.0,17.4,34.1,13.3,12.5,,,,,,,,
 121) 크리니크,15.0,15.0,18.8,11.6,26.1,14.6,15.6,4.2,,,,,,,,
 104) 숨,12.8,12.8,7.8,17.4,8.7,7.3,20.0,12.5,,,,,,,,
 126) 헤라,11.3,11.3,10.9,11.6,13.0,9.8,15.6,4.2,,,,,,,,
 116) 오휘,10.5,10.5,6.3,14.5,4.3,7.3,8.9,25.0,,,,,,,,
  81) SK-II,9.8,9.8,4.7,14.5,4.3,4.9,17.8,8.3,,,,,,,,
 125) 프리메라,9.0,9.0,9.4,8.7,8.7,9.8,8.9,8.3,,,,,,,,
 103) 설화수,7.5,7.5,6.3,8.7,8.7,4.9,8.9,8.3,,,,,,,,
 109) 아모레퍼시픽,6.8,6.8,7.8,5.8,8.7,7.3,4.4,8.3,,,,,,,,
  89) 랑콤,5.3,5.3,6.3,4.3,,9.8,6.7,,,,,,,,,
  92) 리리코스,5.3,5.3,3.1,7.2,,4.9,6.7,8.3,,,,,,,,
  99) 비오템,5.3,5.3,4.7,5.8,8.7,2.4,6.7,4.2,,,,,,,,
 122) 클라란스,5.3,5.3,4.7,5.8,,7.3,6.7,4.2,,,,,,,,
  86) 디올,3.0,3.0,1.6,4.3,,2.4,2.2,8.3,,,,,,,,
 115) 오리진스,3.0,3.0,1.6,4.3,,2.4,4.4,4.2,,,,,,,,
 127) 후,3.0,3.0,1.6,4.3,,2.4,4.4,4.2,,,,,,,,
  85) 달팡,2.3,2.3,,4.3,,,6.7,,,,,,,,,
 102) 샤넬,2.3,2.3,3.1,1.4,4.3,2.4,2.2,,,,,,,,,
 112) 에스티로더,2.3,2.3,,4.3,,,2.2,8.3,,,,,,,,
  91) 록시땅,1.5,1.5,1.6,1.4,4.3,,,4.2,,,,,,,,
  93) 리엔케이,1.5,1.5,1.6,1.4,,2.4,,4.2,,,,,,,,
 107) 시세이도,1.5,1.5,,2.9,,,4.4,,,,,,,,,
 108) 시슬리,1.5,1.5,3.1,,,4.9,,,,,,,,,,
 113) 에이솝,1.5,1.5,3.1,,4.3,2.4,,,,,,,,,,
 114) 엘리자베스아덴,1.5,1.5,,2.9,,,,8.3,,,,,,,,
  83) 겔랑,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  88) 라프레리,0.8,0.8,1.6,,4.3,,,,,,,,,,,
  96) 바비브라운,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  97) 베네피트,0.8,0.8,1.6,,,2.4,,,,,,,,,,
 105) 슈에무라,0.8,0.8,1.6,,,2.4,,,,,,,,,,
 110) 아베다,0.8,0.8,,1.4,,,2.2,,,,,,,,,
 117) 입생로랑,0.8,0.8,,1.4,,,2.2,,,,,,,,,
 124) 프레쉬,0.8,0.8,,1.4,,,,4.2,,,,,,,,
,,,,,,,,,,,,,,,,
C7-1. 아쿠아수르스 이후 사용 브랜드_첫번째 브랜드 (중복응답),,,,,,,,,,,,,,,,
,전체,고객 타입,이탈자*연령1,,이탈자*연령2,,,,,,,,,,,
,,이탈자,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,,,,,,,,
Base for %,(133),(133),(64),(69),(23),(41),(45),(24),,,,,,,,
◆매스 브랜드 NET◆,37.6,37.6,45.3,30.4,43.5,46.3,28.9,33.3,,,,,,,,
◆로드샵 브랜드 Sub NET◆,18.8,18.8,25.0,13.0,13.0,31.7,11.1,16.7,,,,,,,,
   7) 이니스프리,8.3,8.3,14.1,2.9,13.0,14.6,4.4,,,,,,,,,
   1) 네이처 리퍼블릭,4.5,4.5,3.1,5.8,,4.9,4.4,8.3,,,,,,,,
   3) 더페이스샵,2.3,2.3,3.1,1.4,,4.9,,4.2,,,,,,,,
   6) 에뛰드,2.3,2.3,3.1,1.4,,4.9,,4.2,,,,,,,,
   4) 미샤,1.5,1.5,1.6,1.4,,2.4,2.2,,,,,,,,,
◆일반 매스 브랜드 Sub NET◆,18.8,18.8,20.3,17.4,30.4,14.6,17.8,16.7,,,,,,,,
  45) 아이오페,2.3,2.3,4.7,,8.7,2.4,,,,,,,,,,
  34) 비쉬,1.5,1.5,,2.9,,,2.2,4.2,,,,,,,,
  47) 암웨이/아티스트리,1.5,1.5,,2.9,,,4.4,,,,,,,,,
  61) 케어존,1.5,1.5,3.1,,4.3,2.4,,,,,,,,,,
  10) 꼬달리,0.8,0.8,1.6,,4.3,,,,,,,,,,,
  14) 다나한,0.8,0.8,,1.4,,,,4.2,,,,,,,,
  20) 라끄베르,0.8,0.8,,1.4,,,,4.2,,,,,,,,
  21) 라네즈,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  22) 라로슈포제,0.8,0.8,1.6,,4.3,,,,,,,,,,,
  23) 로레알 파리,0.8,0.8,1.6,,,2.4,,,,,,,,,,
  25) 마몽드,0.8,0.8,1.6,,4.3,,,,,,,,,,,
  29) 바이오더마,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  37) 수려한,0.8,0.8,,1.4,,,,4.2,,,,,,,,
  39) 싸이닉,0.8,0.8,1.6,,4.3,,,,,,,,,,,
  40) 쌍빠,0.8,0.8,1.6,,,2.4,,,,,,,,,,
  43) 아벤느,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  49) 엔프라니/ 디어 바이 엔프라니,0.8,0.8,1.6,,,2.4,,,,,,,,,,
  52) 유리아쥬,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  59) 차앤박,0.8,0.8,1.6,,,2.4,,,,,,,,,,
  60) 참존,0.8,0.8,,1.4,,,2.2,,,,,,,,,
◆럭셔리 브랜드 NET◆,62.4,62.4,54.7,69.6,56.5,53.7,71.1,66.7,,,,,,,,
 123) 키엘,15.0,15.0,14.1,15.9,21.7,9.8,17.8,12.5,,,,,,,,
 121) 크리니크,6.8,6.8,9.4,4.3,13.0,7.3,6.7,,,,,,,,,
 100) 빌리프,6.0,6.0,7.8,4.3,13.0,4.9,4.4,4.2,,,,,,,,
 104) 숨,3.8,3.8,,7.2,,,6.7,8.3,,,,,,,,
 126) 헤라,3.8,3.8,3.1,4.3,,4.9,6.7,,,,,,,,,
  81) SK-II,3.0,3.0,1.6,4.3,,2.4,4.4,4.2,,,,,,,,
  89) 랑콤,2.3,2.3,3.1,1.4,,4.9,2.2,,,,,,,,,
  99) 비오템,2.3,2.3,3.1,1.4,4.3,2.4,2.2,,,,,,,,,
 103) 설화수,2.3,2.3,1.6,2.9,,2.4,2.2,4.2,,,,,,,,
 115) 오리진스,2.3,2.3,,4.3,,,4.4,4.2,,,,,,,,
 116) 오휘,2.3,2.3,1.6,2.9,,2.4,2.2,4.2,,,,,,,,
  86) 디올,1.5,1.5,,2.9,,,,8.3,,,,,,,,
 112) 에스티로더,1.5,1.5,,2.9,,,,8.3,,,,,,,,
 122) 클라란스,1.5,1.5,1.6,1.4,,2.4,2.2,,,,,,,,,
 125) 프리메라,1.5,1.5,3.1,,4.3,2.4,,,,,,,,,,
  85) 달팡,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  92) 리리코스,0.8,0.8,,1.4,,,2.2,,,,,,,,,
  93) 리엔케이,0.8,0.8,,1.4,,,,4.2,,,,,,,,
  97) 베네피트,0.8,0.8,1.6,,,2.4,,,,,,,,,,
 102) 샤넬,0.8,0.8,1.6,,,2.4,,,,,,,,,,
 107) 시세이도,0.8,0.8,,1.4,,,2.2,,,,,,,,,
 109) 아모레퍼시픽,0.8,0.8,1.6,,,2.4,,,,,,,,,,
 114) 엘리자베스아덴,0.8,0.8,,1.4,,,,4.2,,,,,,,,
 127) 후,0.8,0.8,,1.4,,,2.2,,,,,,,,,
,,,,,,,,,,,,,,,,
C7-1. 아쿠아수르스 이후 사용 브랜드_두번째 브랜드 (중복응답),,,,,,,,,,,,,,,,
,전체,고객 타입,이탈자*연령1,,이탈자*연령2,,,,,,,,,,,
,,이탈자,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,,,,,,,,
Base for %,(123),(123),(59),(64),(22),(37),(41),(23),,,,,,,,
◆매스 브랜드 NET◆,34.1,34.1,39.0,29.7,59.1,27.0,31.7,26.1,,,,,,,,
◆로드샵 브랜드 Sub NET◆,14.6,14.6,13.6,15.6,22.7,8.1,12.2,21.7,,,,,,,,
   7) 이니스프리,4.9,4.9,3.4,6.3,9.1,,7.3,4.3,,,,,,,,
   6) 에뛰드,3.3,3.3,5.1,1.6,,8.1,,4.3,,,,,,,,
   1) 네이처 리퍼블릭,2.4,2.4,3.4,1.6,9.1,,,4.3,,,,,,,,
   3) 더페이스샵,1.6,1.6,,3.1,,,,8.7,,,,,,,,
   2) 더샘,0.8,0.8,1.7,,4.5,,,,,,,,,,,
   4) 미샤,0.8,0.8,,1.6,,,2.4,,,,,,,,,
   5) 스킨푸드,0.8,0.8,,1.6,,,2.4,,,,,,,,,
◆일반 매스 브랜드 Sub NET◆,19.5,19.5,25.4,14.1,36.4,18.9,19.5,4.3,,,,,,,,
  65) 피지오겔,4.9,4.9,8.5,1.6,18.2,2.7,2.4,,,,,,,,,
  21) 라네즈,2.4,2.4,1.7,3.1,4.5,,4.9,,,,,,,,,
  25) 마몽드,1.6,1.6,1.7,1.6,4.5,,2.4,,,,,,,,,
  13) 뉴트로지나,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  29) 바이오더마,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  34) 비쉬,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  35) 비욘드,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  37) 수려한,0.8,0.8,,1.6,,,,4.3,,,,,,,,
  39) 싸이닉,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  40) 쌍빠,0.8,0.8,,1.6,,,2.4,,,,,,,,,
  43) 아벤느,0.8,0.8,,1.6,,,2.4,,,,,,,,,
  45) 아이오페,0.8,0.8,,1.6,,,2.4,,,,,,,,,
  48) 에터미,0.8,0.8,,1.6,,,2.4,,,,,,,,,
  52) 유리아쥬,0.8,0.8,1.7,,4.5,,,,,,,,,,,
  61) 케어존,0.8,0.8,1.7,,4.5,,,,,,,,,,,
 208) 라라베시,0.8,0.8,1.7,,,2.7,,,,,,,,,,
◆럭셔리 브랜드 NET◆,65.9,65.9,61.0,70.3,40.9,73.0,68.3,73.9,,,,,,,,
 123) 키엘,9.8,9.8,10.2,9.4,9.1,10.8,12.2,4.3,,,,,,,,
 100) 빌리프,8.9,8.9,11.9,6.3,4.5,16.2,7.3,4.3,,,,,,,,
 116) 오휘,6.5,6.5,3.4,9.4,4.5,2.7,7.3,13.0,,,,,,,,
 121) 크리니크,4.9,4.9,5.1,4.7,4.5,5.4,4.9,4.3,,,,,,,,
 126) 헤라,4.1,4.1,5.1,3.1,4.5,5.4,2.4,4.3,,,,,,,,
 103) 설화수,3.3,3.3,1.7,4.7,4.5,,4.9,4.3,,,,,,,,
 104) 숨,3.3,3.3,1.7,4.7,,2.7,7.3,,,,,,,,,
  81) SK-II,2.4,2.4,1.7,3.1,,2.7,2.4,4.3,,,,,,,,
  99) 비오템,2.4,2.4,1.7,3.1,4.5,,2.4,4.3,,,,,,,,
 109) 아모레퍼시픽,2.4,2.4,3.4,1.6,,5.4,,4.3,,,,,,,,
 125) 프리메라,2.4,2.4,1.7,3.1,,2.7,2.4,4.3,,,,,,,,
  92) 리리코스,1.6,1.6,1.7,1.6,,2.7,,4.3,,,,,,,,
 113) 에이솝,1.6,1.6,3.4,,4.5,2.7,,,,,,,,,,
 122) 클라란스,1.6,1.6,1.7,1.6,,2.7,2.4,,,,,,,,,
  85) 달팡,0.8,0.8,,1.6,,,2.4,,,,,,,,,
  86) 디올,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  89) 랑콤,0.8,0.8,1.7,,,2.7,,,,,,,,,,
  91) 록시땅,0.8,0.8,,1.6,,,,4.3,,,,,,,,
 102) 샤넬,0.8,0.8,,1.6,,,2.4,,,,,,,,,
 108) 시슬리,0.8,0.8,1.7,,,2.7,,,,,,,,,,
 110) 아베다,0.8,0.8,,1.6,,,2.4,,,,,,,,,
 112) 에스티로더,0.8,0.8,,1.6,,,2.4,,,,,,,,,
 114) 엘리자베스아덴,0.8,0.8,,1.6,,,,4.3,,,,,,,,
 115) 오리진스,0.8,0.8,1.7,,,2.7,,,,,,,,,,
 117) 입생로랑,0.8,0.8,,1.6,,,2.4,,,,,,,,,
 124) 프레쉬,0.8,0.8,,1.6,,,,4.3,,,,,,,,
 127) 후,0.8,0.8,,1.6,,,,4.3,,,,,,,,
,,,,,,,,,,,,,,,,
C7-1. 아쿠아수르스 이후 사용 브랜드_세번째 브랜드 (중복응답),,,,,,,,,,,,,,,,
,전체,고객 타입,이탈자*연령1,,이탈자*연령2,,,,,,,,,,,
,,이탈자,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,,,,,,,,
Base for %,(72),(72),(35),(37),(11),(24),(24),(13),,,,,,,,
◆매스 브랜드 NET◆,36.1,36.1,48.6,24.3,45.5,50.0,16.7,38.5,,,,,,,,
◆로드샵 브랜드 Sub NET◆,9.7,9.7,14.3,5.4,27.3,8.3,,15.4,,,,,,,,
   6) 에뛰드,4.2,4.2,8.6,,18.2,4.2,,,,,,,,,,
   1) 네이처 리퍼블릭,1.4,1.4,,2.7,,,,7.7,,,,,,,,
   4) 미샤,1.4,1.4,2.9,,9.1,,,,,,,,,,,
   5) 스킨푸드,1.4,1.4,,2.7,,,,7.7,,,,,,,,
   7) 이니스프리,1.4,1.4,2.9,,,4.2,,,,,,,,,,
◆일반 매스 브랜드 Sub NET◆,26.4,26.4,34.3,18.9,18.2,41.7,16.7,23.1,,,,,,,,
  16) 닥터 자르트,5.6,5.6,11.4,,,16.7,,,,,,,,,,
  21) 라네즈,4.2,4.2,5.7,2.7,9.1,4.2,,7.7,,,,,,,,
  45) 아이오페,4.2,4.2,5.7,2.7,9.1,4.2,4.2,,,,,,,,,
  23) 로레알 파리,2.8,2.8,5.7,,,8.3,,,,,,,,,,
  10) 꼬달리,1.4,1.4,,2.7,,,,7.7,,,,,,,,
  22) 라로슈포제,1.4,1.4,2.9,,,4.2,,,,,,,,,,
  28) 바디샵,1.4,1.4,,2.7,,,4.2,,,,,,,,,
  47) 암웨이/아티스트리,1.4,1.4,,2.7,,,,7.7,,,,,,,,
  49) 엔프라니/ 디어 바이 엔프라니,1.4,1.4,,2.7,,,4.2,,,,,,,,,
  60) 참존,1.4,1.4,,2.7,,,4.2,,,,,,,,,
  65) 피지오겔,1.4,1.4,2.9,,,4.2,,,,,,,,,,
◆럭셔리 브랜드 NET◆,63.9,63.9,51.4,75.7,54.5,50.0,83.3,61.5,,,,,,,,
 104) 숨,11.1,11.1,11.4,10.8,18.2,8.3,12.5,7.7,,,,,,,,
 100) 빌리프,8.3,8.3,11.4,5.4,,16.7,4.2,7.7,,,,,,,,
 123) 키엘,6.9,6.9,,13.5,,,16.7,7.7,,,,,,,,
 125) 프리메라,5.6,5.6,2.9,8.1,9.1,,8.3,7.7,,,,,,,,
  81) SK-II,4.2,4.2,,8.1,,,12.5,,,,,,,,,
 116) 오휘,4.2,4.2,2.9,5.4,,4.2,,15.4,,,,,,,,
 121) 크리니크,4.2,4.2,2.9,5.4,9.1,,8.3,,,,,,,,,
 122) 클라란스,4.2,4.2,2.9,5.4,,4.2,4.2,7.7,,,,,,,,
  92) 리리코스,2.8,2.8,2.9,2.7,,4.2,4.2,,,,,,,,,
 109) 아모레퍼시픽,2.8,2.8,,5.4,,,4.2,7.7,,,,,,,,
 126) 헤라,2.8,2.8,2.9,2.7,9.1,,4.2,,,,,,,,,
  88) 라프레리,1.4,1.4,2.9,,9.1,,,,,,,,,,,
  89) 랑콤,1.4,1.4,2.9,,,4.2,,,,,,,,,,
  96) 바비브라운,1.4,1.4,,2.7,,,4.2,,,,,,,,,
 103) 설화수,1.4,1.4,2.9,,,4.2,,,,,,,,,,
 105) 슈에무라,1.4,1.4,2.9,,,4.2,,,,,,,,,,
,,,,,,,,,,,,,,,,
C7-1. 아쿠아수르스 이후 사용 브랜드_네번째 브랜드 (중복응답),,,,,,,,,,,,,,,,
,전체,고객 타입,이탈자*연령1,,이탈자*연령2,,,,,,,,,,,
,,이탈자,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,,,,,,,,
Base for %,(28),(28),(16),(12),(6),(10),(9),(3),,,,,,,,
◆매스 브랜드 NET◆,50.0,50.0,56.3,41.7,66.7,50.0,22.2,100.0,,,,,,,,
◆로드샵 브랜드 Sub NET◆,32.1,32.1,31.3,33.3,66.7,10.0,22.2,66.7,,,,,,,,
   1) 네이처 리퍼블릭,7.1,7.1,12.5,,33.3,,,,,,,,,,,
   5) 스킨푸드,7.1,7.1,,16.7,,,11.1,33.3,,,,,,,,
   6) 에뛰드,7.1,7.1,12.5,,16.7,10.0,,,,,,,,,,
   7) 이니스프리,7.1,7.1,6.3,8.3,16.7,,,33.3,,,,,,,,
   3) 더페이스샵,3.6,3.6,,8.3,,,11.1,,,,,,,,,
◆일반 매스 브랜드 Sub NET◆,17.9,17.9,25.0,8.3,,40.0,,33.3,,,,,,,,
  21) 라네즈,3.6,3.6,6.3,,,10.0,,,,,,,,,,
  35) 비욘드,3.6,3.6,6.3,,,10.0,,,,,,,,,,
  43) 아벤느,3.6,3.6,6.3,,,10.0,,,,,,,,,,
  45) 아이오페,3.6,3.6,,8.3,,,,33.3,,,,,,,,
 208) 라라베시,3.6,3.6,6.3,,,10.0,,,,,,,,,,
◆럭셔리 브랜드 NET◆,50.0,50.0,43.8,58.3,33.3,50.0,77.8,,,,,,,,,
 109) 아모레퍼시픽,7.1,7.1,6.3,8.3,16.7,,11.1,,,,,,,,,
 121) 크리니크,7.1,7.1,12.5,,16.7,10.0,,,,,,,,,,
 125) 프리메라,7.1,7.1,12.5,,,20.0,,,,,,,,,,
 126) 헤라,7.1,7.1,,16.7,,,22.2,,,,,,,,,
 127) 후,7.1,7.1,6.3,8.3,,10.0,11.1,,,,,,,,,
  83) 겔랑,3.6,3.6,,8.3,,,11.1,,,,,,,,,
  86) 디올,3.6,3.6,,8.3,,,11.1,,,,,,,,,
  89) 랑콤,3.6,3.6,,8.3,,,11.1,,,,,,,,,
 108) 시슬리,3.6,3.6,6.3,,,10.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
C7-1. 아쿠아수르스 이후 사용 브랜드_다섯번째 브랜드 (중복응답),,,,,,,,,,,,,,,,
,전체,고객 타입,이탈자*연령1,,이탈자*연령2,,,,,,,,,,,
,,이탈자,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,,,,,,,,
Base for %,(18),(18),(10),(8),(5),(5),(7),(1),,,,,,,,
◆매스 브랜드 NET◆,38.9,38.9,50.0,25.0,60.0,40.0,28.6,,,,,,,,,
◆로드샵 브랜드 Sub NET◆,11.1,11.1,20.0,,20.0,20.0,,,,,,,,,,
   1) 네이처 리퍼블릭,5.6,5.6,10.0,,,20.0,,,,,,,,,,
   5) 스킨푸드,5.6,5.6,10.0,,20.0,,,,,,,,,,,
◆일반 매스 브랜드 Sub NET◆,27.8,27.8,30.0,25.0,40.0,20.0,28.6,,,,,,,,,
  65) 피지오겔,11.1,11.1,,25.0,,,28.6,,,,,,,,,
  22) 라로슈포제,5.6,5.6,10.0,,,20.0,,,,,,,,,,
  35) 비욘드,5.6,5.6,10.0,,20.0,,,,,,,,,,,
 207) 한율,5.6,5.6,10.0,,20.0,,,,,,,,,,,
◆럭셔리 브랜드 NET◆,61.1,61.1,50.0,75.0,40.0,60.0,71.4,100.0,,,,,,,,
  92) 리리코스,11.1,11.1,,25.0,,,14.3,100.0,,,,,,,,
 100) 빌리프,11.1,11.1,20.0,,,40.0,,,,,,,,,,
  81) SK-II,5.6,5.6,,12.5,,,14.3,,,,,,,,,
  85) 달팡,5.6,5.6,,12.5,,,14.3,,,,,,,,,
  89) 랑콤,5.6,5.6,,12.5,,,14.3,,,,,,,,,
  91) 록시땅,5.6,5.6,10.0,,20.0,,,,,,,,,,,
  93) 리엔케이,5.6,5.6,10.0,,,20.0,,,,,,,,,,
 107) 시세이도,5.6,5.6,,12.5,,,14.3,,,,,,,,,
 126) 헤라,5.6,5.6,10.0,,20.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
C8. 비오템 향후 구입 의향,,,,,,,,,,,,,,,,
,전체,고객 타입,이탈자*연령1,,이탈자*연령2,,,,,,,,,,,
,,이탈자,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,,,,,,,,
Base for %,(150),(150),(75),(75),(27),(48),(48),(27),,,,,,,,
1)절대로 다시 구매하지 않을 것이다,1.3,1.3,2.7,,,4.2,,,,,,,,,,
2)다시 구매하지 않을 것이다,3.3,3.3,4.0,2.7,7.4,2.1,,7.4,,,,,,,,
3)아마 다시 구매하지 않을 것이다,36.7,36.7,36.0,37.3,33.3,37.5,43.8,25.9,,,,,,,,
4)아마 다시 구매 할 것이다,43.3,43.3,48.0,38.7,55.6,43.8,31.3,51.9,,,,,,,,
5)다시 구매 할 것이다,14.7,14.7,9.3,20.0,3.7,12.5,22.9,14.8,,,,,,,,
6)반드시 다시 구매 할 것이다,0.7,0.7,,1.3,,,2.1,,,,,,,,,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,
【BOT2】,4.7,4.7,6.7,2.7,7.4,6.3,,7.4,,,,,,,,
【BOT3】,41.3,41.3,42.7,40.0,40.7,43.8,43.8,33.3,,,,,,,,
【TOP3】,58.7,58.7,57.3,60.0,59.3,56.3,56.3,66.7,,,,,,,,
【TOP2】,15.3,15.3,9.3,21.3,3.7,12.5,25.0,14.8,,,,,,,,
,,,,,,,,,,,,,,,,
D1. 현사용 비오템 제품 (MA) (중복응답),,,,,,,,,,,,,,,,
,전체,고객 타입,사용자*연령1,,사용자*연령2,,,,,,,,,,,
,,사용자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,,,,,,,,
Base for %,(150),(150),(79),(71),(30),(49),(48),(23),,,,,,,,
27)[아쿠아수르스/중복합성] 수분 크림,54.7,54.7,51.9,57.7,46.7,55.1,60.4,52.2,,,,,,,,
9)[아쿠아수르스/중복합성] 에센스 스킨,37.3,37.3,35.4,39.4,26.7,40.8,39.6,39.1,,,,,,,,
23)[아쿠아수르스/중복합성] 밀키 로션,31.3,31.3,24.1,39.4,26.7,22.4,37.5,43.5,,,,,,,,
1)[아쿠아수르스/중복합성] 클렌징 폼,26.7,26.7,21.5,32.4,20.0,22.4,31.3,34.8,,,,,,,,
16)[아쿠아수르스/중복합성] 수분 앰플 에센스,18.7,18.7,16.5,21.1,10.0,20.4,22.9,17.4,,,,,,,,
11)[퓨어펙트] 모공 케어 스킨,17.3,17.3,24.1,9.9,23.3,24.5,8.3,13.0,,,,,,,,
34)UV 슈퍼 크림 자외선 차단제 (SPF 50/PA+++),14.7,14.7,12.7,16.9,16.7,10.2,14.6,21.7,,,,,,,,
28)[아쿠아수르스/건성] 수분 크림,13.3,13.3,11.4,15.5,13.3,10.2,14.6,17.4,,,,,,,,
22)[블루 테라피] 에센스 스킨,12.0,12.0,13.9,9.9,3.3,20.4,6.3,17.4,,,,,,,,
17)[라이프 플랑크톤] 에센스 125ml,10.7,10.7,12.7,8.5,6.7,16.3,12.5,,,,,,,,,
18)[퓨어펙트] 트러블용 에센스 로션,10.0,10.0,12.7,7.0,13.3,12.2,4.2,13.0,,,,,,,,
24)[아쿠아수르스/건성] 밀키 로션,10.0,10.0,7.6,12.7,6.7,8.2,8.3,21.7,,,,,,,,
31)[아쿠아수르스/건성] 매직 셀 오일,10.0,10.0,12.7,7.0,10.0,14.3,6.3,8.7,,,,,,,,
7)[퓨어펙트] 해초 모공 비누/트러블 모공 스크럽,9.3,9.3,16.5,1.4,13.3,18.4,,4.3,,,,,,,,
10)[아쿠아수르스/건성] 에센스 스킨,8.7,8.7,6.3,11.3,3.3,8.2,4.2,26.1,,,,,,,,
12)[리퀴드 화이트] 스킨,8.7,8.7,5.1,12.7,10.0,2.0,12.5,13.0,,,,,,,,
20)[수르스테라피 7] 에센스,8.7,8.7,8.9,8.5,3.3,12.2,10.4,4.3,,,,,,,,
3)[퓨어펙트] 트러블용 클렌징 젤,8.0,8.0,10.1,5.6,10.0,10.2,4.2,8.7,,,,,,,,
15)[블루 테라피] 아이 세럼,8.0,8.0,6.3,9.9,,10.2,10.4,8.7,,,,,,,,
21)[세럼 IN 오일] 세럼 IN 오일 30ml,8.0,8.0,10.1,5.6,10.0,10.2,8.3,,,,,,,,,
5)[아쿠아수르스/중복합성] 각질 제거 클렌저,7.3,7.3,10.1,4.2,3.3,14.3,6.3,,,,,,,,,
14)[리퀴드 화이트] 아이 에센스,7.3,7.3,5.1,9.9,3.3,6.1,6.3,17.4,,,,,,,,
2)[아쿠아수르스/건성] 클렌징 폼,6.7,6.7,7.6,5.6,10.0,6.1,4.2,8.7,,,,,,,,
19)[리퀴드 화이트] 에센스,6.7,6.7,10.1,2.8,6.7,12.2,2.1,4.3,,,,,,,,
25)[리퀴드 화이트] 밀키 로션,6.7,6.7,5.1,8.5,6.7,4.1,8.3,8.7,,,,,,,,
4)[리퀴드 화이트] 클렌징 폼,6.0,6.0,3.8,8.5,,6.1,6.3,13.0,,,,,,,,
33)[리퀴드 화이트] 화이트닝 앰플,6.0,6.0,8.9,2.8,3.3,12.2,4.2,,,,,,,,,
35)BB 베이지 (SPF 25/PA+++),6.0,6.0,6.3,5.6,,10.2,4.2,8.7,,,,,,,,
6)[아쿠아수르스/건성] 각질 제거 클렌저,5.3,5.3,3.8,7.0,,6.1,2.1,17.4,,,,,,,,
30)[블루 테라피] 세럼,5.3,5.3,7.6,2.8,3.3,10.2,4.2,,,,,,,,,
32)[퓨어펙트] 스팟 솔루션,5.3,5.3,6.3,4.2,6.7,6.1,,13.0,,,,,,,,
38)CC 로즈 (SPF 50+/PA++),5.3,5.3,5.1,5.6,3.3,6.1,8.3,,,,,,,,,
