[응답자 특성],,,,,,,,,,,,,,,,
,,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,
,,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_7) 여성의 니즈를 잘 이해하는 제품을 만든다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
2)동의 하지않는다,2.7,1.3,4.0,1.3,1.4,3.3,,2.1,,2.7,5.3,3.7,2.1,6.3,3.7,
3)약간 동의 하지 않는 편이다,11.0,8.7,13.3,6.3,11.3,6.7,6.1,8.3,17.4,13.3,13.3,11.1,14.6,16.7,7.4,
4)약간 동의하는 편이다,46.0,42.7,49.3,51.9,32.4,53.3,51.0,35.4,26.1,52.0,46.7,55.6,50.0,39.6,59.3,
5)동의한다,36.3,42.0,30.7,38.0,46.5,33.3,40.8,43.8,52.2,29.3,32.0,25.9,31.3,35.4,25.9,
6)매우 동의한다,4.0,5.3,2.7,2.5,8.5,3.3,2.0,10.4,4.3,2.7,2.7,3.7,2.1,2.1,3.7,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,2.7,1.3,4.0,1.3,1.4,3.3,,2.1,,2.7,5.3,3.7,2.1,6.3,3.7,
【BOT3】,13.7,10.0,17.3,7.6,12.7,10.0,6.1,10.4,17.4,16.0,18.7,14.8,16.7,22.9,11.1,
【TOP3】,86.3,90.0,82.7,92.4,87.3,90.0,93.9,89.6,82.6,84.0,81.3,85.2,83.3,77.1,88.9,
【TOP2】,40.3,47.3,33.3,40.5,54.9,36.7,42.9,54.2,56.5,32.0,34.7,29.6,33.3,37.5,29.6,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_8) 한국 여성에게 맞는다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
2)동의 하지않는다,1.7,2.0,1.3,1.3,2.8,3.3,,4.2,,1.3,1.3,3.7,,,3.7,
3)약간 동의 하지 않는 편이다,13.3,6.7,20.0,6.3,7.0,10.0,4.1,8.3,4.3,16.0,24.0,11.1,18.8,14.6,40.7,
4)약간 동의하는 편이다,45.7,40.7,50.7,44.3,36.6,33.3,51.0,35.4,39.1,54.7,46.7,51.9,56.3,56.3,29.6,
5)동의한다,36.0,46.7,25.3,45.6,47.9,53.3,40.8,47.9,47.8,26.7,24.0,29.6,25.0,22.9,25.9,
6)매우 동의한다,3.3,4.0,2.7,2.5,5.6,,4.1,4.2,8.7,1.3,4.0,3.7,,6.3,,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,1.7,2.0,1.3,1.3,2.8,3.3,,4.2,,1.3,1.3,3.7,,,3.7,
【BOT3】,15.0,8.7,21.3,7.6,9.9,13.3,4.1,12.5,4.3,17.3,25.3,14.8,18.8,14.6,44.4,
【TOP3】,85.0,91.3,78.7,92.4,90.1,86.7,95.9,87.5,95.7,82.7,74.7,85.2,81.3,85.4,55.6,
【TOP2】,39.3,50.7,28.0,48.1,53.5,53.3,44.9,52.1,56.5,28.0,28.0,33.3,25.0,29.2,25.9,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_9) 효과적인 제품을 만든다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
2)동의 하지않는다,1.7,1.3,2.0,1.3,1.4,,2.0,2.1,,,4.0,,,4.2,3.7,
3)약간 동의 하지 않는 편이다,12.3,8.7,16.0,6.3,11.3,6.7,6.1,8.3,17.4,18.7,13.3,11.1,22.9,14.6,11.1,
4)약간 동의하는 편이다,45.3,36.0,54.7,39.2,32.4,36.7,40.8,35.4,26.1,54.7,54.7,59.3,52.1,47.9,66.7,
5)동의한다,36.3,50.0,22.7,48.1,52.1,50.0,46.9,52.1,52.2,22.7,22.7,18.5,25.0,27.1,14.8,
6)매우 동의한다,4.3,4.0,4.7,5.1,2.8,6.7,4.1,2.1,4.3,4.0,5.3,11.1,,6.3,3.7,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,1.7,1.3,2.0,1.3,1.4,,2.0,2.1,,,4.0,,,4.2,3.7,
【BOT3】,14.0,10.0,18.0,7.6,12.7,6.7,8.2,10.4,17.4,18.7,17.3,11.1,22.9,18.8,14.8,
【TOP3】,86.0,90.0,82.0,92.4,87.3,93.3,91.8,89.6,82.6,81.3,82.7,88.9,77.1,81.3,85.2,
【TOP2】,40.7,54.0,27.3,53.2,54.9,56.7,51.0,54.2,56.5,26.7,28.0,29.6,25.0,33.3,18.5,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_10) 화이트닝 효과가 좋은 제품을 가지고 있다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1)전혀 동의 하지않는다,1.0,0.7,1.3,,1.4,,,,4.3,,2.7,,,,7.4,
2)동의 하지않는다,7.7,3.3,12.0,3.8,2.8,10.0,,4.2,,17.3,6.7,14.8,18.8,6.3,7.4,
3)약간 동의 하지 않는 편이다,32.0,30.0,34.0,35.4,23.9,43.3,30.6,18.8,34.8,33.3,34.7,25.9,37.5,39.6,25.9,
4)약간 동의하는 편이다,43.7,48.0,39.3,48.1,47.9,30.0,59.2,64.6,13.0,38.7,40.0,51.9,31.3,41.7,37.0,
5)동의한다,14.0,16.7,11.3,12.7,21.1,16.7,10.2,12.5,39.1,8.0,14.7,,12.5,12.5,18.5,
6)매우 동의한다,1.7,1.3,2.0,,2.8,,,,8.7,2.7,1.3,7.4,,,3.7,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,8.7,4.0,13.3,3.8,4.2,10.0,,4.2,4.3,17.3,9.3,14.8,18.8,6.3,14.8,
【BOT3】,40.7,34.0,47.3,39.2,28.2,53.3,30.6,22.9,39.1,50.7,44.0,40.7,56.3,45.8,40.7,
【TOP3】,59.3,66.0,52.7,60.8,71.8,46.7,69.4,77.1,60.9,49.3,56.0,59.3,43.8,54.2,59.3,
【TOP2】,15.7,18.0,13.3,12.7,23.9,16.7,10.2,12.5,47.8,10.7,16.0,7.4,12.5,12.5,22.2,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_11) 탁월한 안티 에이징(노화 방지) 제품을 가지고 있다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1)전혀 동의 하지않는다,1.3,0.7,2.0,,1.4,,,,4.3,1.3,2.7,,2.1,2.1,3.7,
2)동의 하지않는다,8.0,3.3,12.7,3.8,2.8,10.0,,4.2,,17.3,8.0,14.8,18.8,6.3,11.1,
3)약간 동의 하지 않는 편이다,33.7,30.0,37.3,29.1,31.0,26.7,30.6,29.2,34.8,33.3,41.3,33.3,33.3,43.8,37.0,
4)약간 동의하는 편이다,39.7,44.7,34.7,50.6,38.0,46.7,53.1,41.7,30.4,34.7,34.7,37.0,33.3,35.4,33.3,
5)동의한다,15.0,18.7,11.3,13.9,23.9,16.7,12.2,22.9,26.1,12.0,10.7,14.8,10.4,10.4,11.1,
6)매우 동의한다,2.3,2.7,2.0,2.5,2.8,,4.1,2.1,4.3,1.3,2.7,,2.1,2.1,3.7,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,9.3,4.0,14.7,3.8,4.2,10.0,,4.2,4.3,18.7,10.7,14.8,20.8,8.3,14.8,
【BOT3】,43.0,34.0,52.0,32.9,35.2,36.7,30.6,33.3,39.1,52.0,52.0,48.1,54.2,52.1,51.9,
【TOP3】,57.0,66.0,48.0,67.1,64.8,63.3,69.4,66.7,60.9,48.0,48.0,51.9,45.8,47.9,48.1,
【TOP2】,17.3,21.3,13.3,16.5,26.8,16.7,16.3,25.0,30.4,13.3,13.3,14.8,12.5,12.5,14.8,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_12) 내 또래 나이에 맞는 제품이다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1)전혀 동의 하지않는다,0.3,,0.7,,,,,,,,1.3,,,2.1,,
2)동의 하지않는다,2.7,0.7,4.7,1.3,,,2.0,,,4.0,5.3,3.7,4.2,4.2,7.4,
3)약간 동의 하지 않는 편이다,14.7,10.0,19.3,3.8,16.9,6.7,2.0,16.7,17.4,16.0,22.7,22.2,12.5,20.8,25.9,
4)약간 동의하는 편이다,39.3,34.0,44.7,35.4,32.4,43.3,30.6,33.3,30.4,49.3,40.0,37.0,56.3,41.7,37.0,
5)동의한다,39.0,50.7,27.3,53.2,47.9,50.0,55.1,47.9,47.8,28.0,26.7,29.6,27.1,25.0,29.6,
6)매우 동의한다,4.0,4.7,3.3,6.3,2.8,,10.2,2.1,4.3,2.7,4.0,7.4,,6.3,,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,3.0,0.7,5.3,1.3,,,2.0,,,4.0,6.7,3.7,4.2,6.3,7.4,
【BOT3】,17.7,10.7,24.7,5.1,16.9,6.7,4.1,16.7,17.4,20.0,29.3,25.9,16.7,27.1,33.3,
【TOP3】,82.3,89.3,75.3,94.9,83.1,93.3,95.9,83.3,82.6,80.0,70.7,74.1,83.3,72.9,66.7,
【TOP2】,43.0,55.3,30.7,59.5,50.7,50.0,65.3,50.0,52.2,30.7,30.7,37.0,27.1,31.3,29.6,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_13) 다른 브랜드와는 차별되는 제품을 만든다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1)전혀 동의 하지않는다,0.3,,0.7,,,,,,,1.3,,,2.1,,,
2)동의 하지않는다,5.0,2.7,7.3,3.8,1.4,3.3,4.1,2.1,,8.0,6.7,,12.5,6.3,7.4,
3)약간 동의 하지 않는 편이다,22.0,16.7,27.3,15.2,18.3,26.7,8.2,14.6,26.1,26.7,28.0,37.0,20.8,25.0,33.3,
4)약간 동의하는 편이다,44.3,44.7,44.0,51.9,36.6,40.0,59.2,43.8,21.7,45.3,42.7,40.7,47.9,43.8,40.7,
5)동의한다,25.7,32.7,18.7,26.6,39.4,26.7,26.5,37.5,43.5,17.3,20.0,18.5,16.7,22.9,14.8,
6)매우 동의한다,2.7,3.3,2.0,2.5,4.2,3.3,2.0,2.1,8.7,1.3,2.7,3.7,,2.1,3.7,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,5.3,2.7,8.0,3.8,1.4,3.3,4.1,2.1,,9.3,6.7,,14.6,6.3,7.4,
【BOT3】,27.3,19.3,35.3,19.0,19.7,30.0,12.2,16.7,26.1,36.0,34.7,37.0,35.4,31.3,40.7,
【TOP3】,72.7,80.7,64.7,81.0,80.3,70.0,87.8,83.3,73.9,64.0,65.3,63.0,64.6,68.8,59.3,
【TOP2】,28.3,36.0,20.7,29.1,43.7,30.0,28.6,39.6,52.2,18.7,22.7,22.2,16.7,25.0,18.5,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_14) 뛰어난 기능성 브랜드를 가지고 있다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1)전혀 동의 하지않는다,0.3,,0.7,,,,,,,,1.3,,,,3.7,
2)동의 하지않는다,4.7,3.3,6.0,3.8,2.8,10.0,,2.1,4.3,4.0,8.0,,6.3,10.4,3.7,
3)약간 동의 하지 않는 편이다,21.0,12.7,29.3,11.4,14.1,6.7,14.3,14.6,13.0,32.0,26.7,37.0,29.2,25.0,29.6,
4)약간 동의하는 편이다,45.7,42.7,48.7,45.6,39.4,46.7,44.9,37.5,43.5,49.3,48.0,48.1,50.0,45.8,51.9,
5)동의한다,25.7,37.3,14.0,35.4,39.4,33.3,36.7,43.8,30.4,13.3,14.7,11.1,14.6,16.7,11.1,
6)매우 동의한다,2.7,4.0,1.3,3.8,4.2,3.3,4.1,2.1,8.7,1.3,1.3,3.7,,2.1,,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,5.0,3.3,6.7,3.8,2.8,10.0,,2.1,4.3,4.0,9.3,,6.3,10.4,7.4,
【BOT3】,26.0,16.0,36.0,15.2,16.9,16.7,14.3,16.7,17.4,36.0,36.0,37.0,35.4,35.4,37.0,
【TOP3】,74.0,84.0,64.0,84.8,83.1,83.3,85.7,83.3,82.6,64.0,64.0,63.0,64.6,64.6,63.0,
【TOP2】,28.3,41.3,15.3,39.2,43.7,36.7,40.8,45.8,39.1,14.7,16.0,14.8,14.6,18.8,11.1,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_15) 바디 케어 전문 브랜드이다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1)전혀 동의 하지않는다,3.0,2.7,3.3,3.8,1.4,,6.1,2.1,,2.7,4.0,,4.2,4.2,3.7,
2)동의 하지않는다,18.0,14.0,22.0,16.5,11.3,16.7,16.3,8.3,17.4,24.0,20.0,22.2,25.0,14.6,29.6,
3)약간 동의 하지 않는 편이다,33.0,32.0,34.0,30.4,33.8,36.7,26.5,39.6,21.7,34.7,33.3,29.6,37.5,37.5,25.9,
4)약간 동의하는 편이다,32.0,33.3,30.7,34.2,32.4,30.0,36.7,37.5,21.7,30.7,30.7,33.3,29.2,35.4,22.2,
5)동의한다,12.3,16.7,8.0,15.2,18.3,16.7,14.3,12.5,30.4,8.0,8.0,14.8,4.2,4.2,14.8,
6)매우 동의한다,1.7,1.3,2.0,,2.8,,,,8.7,,4.0,,,4.2,3.7,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,21.0,16.7,25.3,20.3,12.7,16.7,22.4,10.4,17.4,26.7,24.0,22.2,29.2,18.8,33.3,
【BOT3】,54.0,48.7,59.3,50.6,46.5,53.3,49.0,50.0,39.1,61.3,57.3,51.9,66.7,56.3,59.3,
【TOP3】,46.0,51.3,40.7,49.4,53.5,46.7,51.0,50.0,60.9,38.7,42.7,48.1,33.3,43.8,40.7,
【TOP2】,14.0,18.0,10.0,15.2,21.1,16.7,14.3,12.5,39.1,8.0,12.0,14.8,4.2,8.3,18.5,
,,,,,,,,,,,,,,,,
E4. 제품 관련 속성 평가_16) 전반적인 비오템 제품력에 만족한다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
2)동의 하지않는다,1.0,,2.0,,,,,,,1.3,2.7,,2.1,,7.4,
3)약간 동의 하지 않는 편이다,7.7,4.0,11.3,2.5,5.6,3.3,2.0,8.3,,14.7,8.0,18.5,12.5,8.3,7.4,
4)약간 동의하는 편이다,38.0,29.3,46.7,31.6,26.8,23.3,36.7,27.1,26.1,41.3,52.0,25.9,50.0,54.2,48.1,
5)동의한다,49.3,61.3,37.3,60.8,62.0,70.0,55.1,58.3,69.6,40.0,34.7,48.1,35.4,33.3,37.0,
6)매우 동의한다,4.0,5.3,2.7,5.1,5.6,3.3,6.1,6.3,4.3,2.7,2.7,7.4,,4.2,,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
【BOT2】,1.0,,2.0,,,,,,,1.3,2.7,,2.1,,7.4,
【BOT3】,8.7,4.0,13.3,2.5,5.6,3.3,2.0,8.3,,16.0,10.7,18.5,14.6,8.3,14.8,
【TOP3】,91.3,96.0,86.7,97.5,94.4,96.7,98.0,91.7,100.0,84.0,89.3,81.5,85.4,91.7,85.2,
【TOP2】,53.3,66.7,40.0,65.8,67.6,73.3,61.2,64.6,73.9,42.7,37.3,55.6,35.4,37.5,37.0,
,,,,,,,,,,,,,,,,
E5. 이미지 관련 속성 평가_Top2% Summary,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1) 젊은 사람에게 호감을 사는 상표이다,54.3,62.0,46.7,67.1,56.3,70.0,65.3,60.4,47.8,46.7,46.7,48.1,45.8,52.1,37.0,
2) 언제나 유행에 따른다,17.7,20.0,15.3,19.0,21.1,20.0,18.4,14.6,34.8,16.0,14.7,22.2,12.5,14.6,14.8,
3) 친구에게 추천할 만 하다,43.0,56.7,29.3,57.0,56.3,56.7,57.1,60.4,47.8,29.3,29.3,29.6,29.2,35.4,18.5,
4) 가격 대비 품질이 좋다,29.3,39.3,19.3,32.9,46.5,30.0,34.7,50.0,39.1,18.7,20.0,22.2,16.7,22.9,14.8,
5) 친근하고 나와 가깝게 느껴진다,39.0,50.7,27.3,50.6,50.7,36.7,59.2,54.2,43.5,24.0,30.7,25.9,22.9,37.5,18.5,
6) 다이나믹하고 혁신적이다,18.7,24.7,12.7,26.6,22.5,33.3,22.4,20.8,26.1,12.0,13.3,11.1,12.5,16.7,7.4,
7) 고급스럽다/프리미엄 브랜드이다,28.3,37.3,19.3,35.4,39.4,36.7,34.7,35.4,47.8,22.7,16.0,37.0,14.6,12.5,22.2,
8) 내가 사용하기 적당한 가격이다,28.0,37.3,18.7,29.1,46.5,23.3,32.7,47.9,43.5,16.0,21.3,18.5,14.6,22.9,18.5,
9) 비용을 좀더 지불할 가치가 있다,19.0,26.7,11.3,22.8,31.0,16.7,26.5,25.0,43.5,10.7,12.0,18.5,6.3,16.7,3.7,
10) 믿을 수 있는 브랜드이다,48.0,60.0,36.0,63.3,56.3,56.7,67.3,56.3,56.5,42.7,29.3,51.9,37.5,33.3,22.2,
11) 매우 여성적인 브랜드이다,35.0,38.0,32.0,36.7,39.4,20.0,46.9,37.5,43.5,33.3,30.7,33.3,33.3,33.3,25.9,
12) 세계적인 브랜드이다,44.7,53.3,36.0,51.9,54.9,40.0,59.2,52.1,60.9,38.7,33.3,40.7,37.5,31.3,37.0,
13) 현대적인 브랜드이다,43.7,54.0,33.3,51.9,56.3,53.3,51.0,58.3,52.2,34.7,32.0,40.7,31.3,35.4,25.9,
14) 내가 좋아하는 브랜드이다,50.0,67.3,32.7,67.1,67.6,66.7,67.3,70.8,60.9,30.7,34.7,33.3,29.2,37.5,29.6,
15) 비오템의 전반적인 브랜드 이미지가 마음에 든다,54.0,66.0,42.0,64.6,67.6,60.0,67.3,70.8,60.9,42.7,41.3,51.9,37.5,41.7,40.7,
,,,,,,,,,,,,,,,,
E5. 이미지 관련 속성 평가_Top3% Summary,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
1) 젊은 사람에게 호감을 사는 상표이다,91.7,93.3,90.0,93.7,93.0,90.0,95.9,93.8,91.3,89.3,90.7,85.2,91.7,91.7,88.9,
2) 언제나 유행에 따른다,57.3,68.7,46.0,69.6,67.6,70.0,69.4,70.8,60.9,45.3,46.7,48.1,43.8,50.0,40.7,
3) 친구에게 추천할 만 하다,85.7,92.7,78.7,96.2,88.7,96.7,95.9,87.5,91.3,80.0,77.3,81.5,79.2,83.3,66.7,
4) 가격 대비 품질이 좋다,76.7,86.7,66.7,87.3,85.9,86.7,87.8,85.4,87.0,62.7,70.7,66.7,60.4,70.8,70.4,
5) 친근하고 나와 가깝게 느껴진다,81.3,90.0,72.7,89.9,90.1,86.7,91.8,89.6,91.3,69.3,76.0,59.3,75.0,81.3,66.7,
6) 다이나믹하고 혁신적이다,51.3,63.3,39.3,65.8,60.6,66.7,65.3,62.5,56.5,37.3,41.3,40.7,35.4,43.8,37.0,
7) 고급스럽다/프리미엄 브랜드이다,70.7,77.3,64.0,81.0,73.2,76.7,83.7,75.0,69.6,69.3,58.7,77.8,64.6,58.3,59.3,
8) 내가 사용하기 적당한 가격이다,65.0,77.3,52.7,68.4,87.3,63.3,71.4,89.6,82.6,42.7,62.7,44.4,41.7,62.5,63.0,
9) 비용을 좀더 지불할 가치가 있다,50.3,63.3,37.3,62.0,64.8,53.3,67.3,62.5,69.6,37.3,37.3,48.1,31.3,35.4,40.7,
10) 믿을 수 있는 브랜드이다,91.3,94.7,88.0,96.2,93.0,100.0,93.9,93.8,91.3,85.3,90.7,85.2,85.4,87.5,96.3,
11) 매우 여성적인 브랜드이다,74.3,76.7,72.0,79.7,73.2,76.7,81.6,72.9,73.9,68.0,76.0,63.0,70.8,85.4,59.3,
12) 세계적인 브랜드이다,85.3,89.3,81.3,89.9,88.7,86.7,91.8,89.6,87.0,77.3,85.3,63.0,85.4,87.5,81.5,
13) 현대적인 브랜드이다,87.3,90.0,84.7,87.3,93.0,83.3,89.8,93.8,91.3,85.3,84.0,85.2,85.4,83.3,85.2,
14) 내가 좋아하는 브랜드이다,86.3,94.7,78.0,96.2,93.0,96.7,95.9,95.8,87.0,77.3,78.7,77.8,77.1,85.4,66.7,
15) 비오템의 전반적인 브랜드 이미지가 마음에 든다,92.3,92.7,92.0,96.2,88.7,96.7,95.9,89.6,87.0,90.7,93.3,81.5,95.8,95.8,88.9,
,,,,,,,,,,,,,,,,
E5. 이미지 관련 속성 평가_1) 젊은 사람에게 호감을 사는 상표이다,,,,,,,,,,,,,,,,
,전체,고객 타입,,사용자*연령1,,사용자*연령2,,,,이탈자*연령1,,이탈자*연령2,,,,
,,사용자,이탈자,사용자/19~29세,사용자/30~39세,사용자/19~24세,사용자/25~29세,사용자/30~34세,사용자/35~39세,이탈자/19~29세,이탈자/30~39세,이탈자/19~24세,이탈자/25~29세,이탈자/30~34세,이탈자/35~39세,
Base for %,(300),(150),(150),(79),(71),(30),(49),(48),(23),(75),(75),(27),(48),(48),(27),
2)동의 하지않는다,1.0,2.0,,1.3,2.8,3.3,,2.1,4.3,,,,,,,
3)약간 동의 하지 않는 편이다,7.3,4.7,10.0,5.1,4.2,6.7,4.1,4.2,4.3,10.7,9.3,14.8,8.3,8.3,11.1,
4)약간 동의하는 편이다,37.3,31.3,43.3,26.6,36.6,20.0,30.6,33.3,43.5,42.7,44.0,37.0,45.8,39.6,51.9,
5)동의한다,46.0,54.7,37.3,60.8,47.9,70.0,55.1,52.1,39.1,37.3,37.3,29.6,41.7,41.7,29.6,
6)매우 동의한다,8.3,7.3,9.3,6.3,8.5,,10.2,8.3,8.7,9.3,9.3,18.5,4.2,10.4,7.4,
      계,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
